統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數,
10308,高雄市楠梓區,裕昌里,4,1,3,4,2,2,2,0,
10308,高雄市楠梓區,金田里,8,3,5,4,2,2,1,0,
10308,高雄市楠梓區,錦屏里,4,3,1,4,2,2,1,1,
10308,高雄市楠梓區,隆昌里,3,3,0,6,4,2,1,0,
10308,高雄市三民一,力行里,0,0,0,0,0,0,0,1,
10308,高雄市三民一,十全里,0,0,0,2,1,1,0,0,
10308,高雄市三民一,十美里,0,0,0,0,0,0,0,0,
10308,高雄市三民一,千北里,2,1,1,2,1,1,0,0,
10308,高雄市三民一,千歲里,3,3,0,2,1,1,0,0,
10308,高雄市三民一,千秋里,2,0,2,2,0,2,1,0,
10308,高雄市三民一,博惠里,2,2,0,2,1,1,0,0,
10308,高雄市三民一,博愛里,2,0,2,0,0,0,0,0,
10308,高雄市三民一,同德里,2,0,2,3,1,2,0,0,
10308,高雄市三民一,安和里,0,0,0,0,0,0,0,2,
10308,高雄市三民一,安宜里,2,1,1,0,0,0,0,2,
10308,高雄市三民一,安東里,1,1,0,2,1,1,1,3,
10308,高雄市三民一,安泰里,6,5,1,5,4,1,1,2,
10308,高雄市三民一,安生里,0,0,0,0,0,0,1,0,
10308,高雄市三民一,安邦里,2,2,0,1,1,0,1,2,
10308,高雄市三民一,川東里,1,0,1,2,1,1,0,0,
10308,高雄市三民一,建東里,1,1,0,1,1,0,2,0,
10308,高雄市三民一,德仁里,1,1,0,0,0,0,1,0,
10308,高雄市三民一,德北里,2,0,2,0,0,0,1,1,
10308,高雄市三民一,德智里,0,0,0,1,0,1,1,0,
10308,高雄市三民一,德東里,0,0,0,1,1,0,0,0,
10308,高雄市三民一,德行里,0,0,0,1,1,0,0,0,
10308,高雄市三民一,德西里,2,1,1,1,0,1,0,1,
10308,高雄市三民一,民享里,0,0,0,1,1,0,0,2,
10308,高雄市三民一,港新里,1,1,0,1,0,1,0,0,
10308,高雄市三民一,港東里,0,0,0,0,0,0,0,0,
10308,高雄市三民一,港西里,0,0,0,0,0,0,0,0,
10308,高雄市三民一,立德里,0,0,0,0,0,0,0,1,
10308,高雄市三民一,立業里,0,0,0,4,2,2,0,1,
10308,高雄市三民一,立誠里,1,0,1,0,0,0,0,0,
10308,高雄市三民一,精華里,1,1,0,1,1,0,0,0,
10308,高雄市三民一,興德里,0,0,0,0,0,0,0,0,
10308,高雄市三民一,裕民里,1,1,0,1,1,0,0,0,
10308,高雄市三民一,豐裕里,0,0,0,1,1,0,0,0,
10308,高雄市三民一,達仁里,1,0,1,2,0,2,1,0,
10308,高雄市三民一,達勇里,0,0,0,1,0,1,1,0,
10308,高雄市三民一,達德里,1,0,1,0,0,0,1,1,
10308,高雄市三民一,達明里,0,0,0,1,1,0,0,1,
10308,高雄市三民一,長明里,2,2,0,1,1,0,1,0,
10308,高雄市三民一,鳳北里,0,0,0,1,1,0,0,1,
10308,高雄市三民一,鳳南里,0,0,0,1,1,0,0,0,
10308,高雄市三民二,安吉里,4,3,1,3,1,2,2,0,
10308,高雄市三民二,安寧里,0,0,0,1,0,1,0,0,
10308,高雄市三民二,安康里,0,0,0,2,2,0,0,1,
10308,高雄市三民二,安發里,2,2,0,2,2,0,1,0,
10308,高雄市三民二,寶中里,4,2,2,3,2,1,2,1,
10308,高雄市三民二,寶國里,5,3,2,4,3,1,2,3,
10308,高雄市三民二,寶安里,10,7,3,4,3,1,2,2,
10308,高雄市三民二,寶德里,3,1,2,0,0,0,2,1,
10308,高雄市三民二,寶慶里,1,0,1,1,0,1,1,0,
10308,高雄市三民二,寶業里,4,1,3,0,0,0,2,2,
10308,高雄市三民二,寶民里,4,2,2,0,0,0,3,0,
10308,高雄市三民二,寶泰里,1,0,1,6,2,4,1,1,
10308,高雄市三民二,寶獅里,3,2,1,1,0,1,0,2,
10308,高雄市三民二,寶玉里,4,1,3,3,1,2,2,3,
10308,高雄市三民二,寶珠里,6,4,2,6,4,2,4,0,
10308,高雄市三民二,寶盛里,4,2,2,5,3,2,2,0,
10308,高雄市三民二,寶興里,4,3,1,1,0,1,5,1,
10308,高雄市三民二,寶華里,4,1,3,2,2,0,1,0,
10308,高雄市三民二,寶龍里,2,0,2,2,1,1,2,1,
10308,高雄市三民二,本上里,2,1,1,1,1,0,0,1,
10308,高雄市三民二,本元里,3,2,1,4,3,1,0,0,
10308,高雄市三民二,本和里,1,0,1,1,0,1,4,4,
10308,高雄市三民二,本安里,3,1,2,1,1,0,5,2,
10308,高雄市三民二,本揚里,4,2,2,3,2,1,2,1,
10308,高雄市三民二,本文里,2,1,1,1,1,0,0,0,
10308,高雄市三民二,本武里,1,1,0,0,0,0,2,1,
10308,高雄市三民二,本館里,5,3,2,6,5,1,2,3,
10308,高雄市三民二,正興里,12,7,5,3,1,2,2,0,
10308,高雄市三民二,正順里,4,0,4,3,1,2,1,0,
10308,高雄市三民二,灣中里,5,2,3,0,0,0,1,2,
10308,高雄市三民二,灣利里,2,1,1,3,2,1,0,0,
10308,高雄市三民二,灣勝里,1,0,1,0,0,0,0,0,
10308,高雄市三民二,灣子里,2,1,1,3,1,2,1,2,
10308,高雄市三民二,灣復里,4,0,4,0,0,0,2,2,
10308,高雄市三民二,灣愛里,4,4,0,3,2,1,0,1,
10308,高雄市三民二,灣成里,4,3,1,1,0,1,0,1,
10308,高雄市三民二,灣興里,1,0,1,0,0,0,0,0,
10308,高雄市三民二,灣華里,1,0,1,3,3,0,1,1,
10308,高雄市三民二,鼎中里,4,0,4,1,0,1,0,1,
10308,高雄市三民二,鼎力里,2,2,0,5,4,1,0,1,
10308,高雄市三民二,鼎強里,5,3,2,0,0,0,1,2,
10308,高雄市三民二,鼎泰里,15,9,6,9,6,3,7,5,
10308,高雄市三民二,鼎盛里,4,3,1,8,7,1,4,2,
10308,高雄市三民二,鼎西里,2,1,1,4,4,0,5,3,
10308,高雄市三民二,鼎金里,6,3,3,1,1,0,3,1,
10308,高雄市新興區,中東里,0,0,0,2,1,1,0,0,
10308,高雄市新興區,仁聲里,0,0,0,1,0,1,0,1,
10308,高雄市新興區,光耀里,1,0,1,1,0,1,0,0,
10308,高雄市新興區,南港里,0,0,0,2,1,1,1,0,
10308,高雄市新興區,大明里,1,0,1,0,0,0,0,0,
10308,高雄市新興區,建興里,2,0,2,0,0,0,0,0,
10308,高雄市新興區,建華里,2,1,1,0,0,0,1,0,
10308,高雄市新興區,德政里,0,0,0,0,0,0,1,1,
10308,高雄市新興區,德望里,3,2,1,0,0,0,0,1,
10308,高雄市新興區,德生里,1,1,0,2,1,1,0,0,
10308,高雄市新興區,愛平里,0,0,0,0,0,0,0,0,
10308,高雄市新興區,成功里,1,1,0,0,0,0,0,0,
10308,高雄市新興區,振成里,1,0,1,0,0,0,1,0,
10308,高雄市新興區,振華里,1,0,1,2,1,1,0,2,
10308,高雄市新興區,文昌里,2,1,1,2,2,0,1,1,
10308,高雄市新興區,新江里,1,0,1,3,1,2,1,0,
10308,高雄市新興區,明莊里,1,1,0,0,0,0,0,0,
10308,高雄市新興區,東坡里,1,1,0,2,2,0,0,0,
10308,高雄市新興區,榮治里,0,0,0,1,1,0,0,0,
10308,高雄市新興區,正氣里,1,1,0,1,1,0,0,0,
10308,高雄市新興區,永寧里,0,0,0,3,3,0,0,0,
10308,高雄市新興區,浩然里,0,0,0,4,1,3,0,0,
10308,高雄市新興區,漢民里,0,0,0,0,0,0,0,0,
10308,高雄市新興區,玉衡里,0,0,0,0,0,0,0,0,
10308,高雄市新興區,秋山里,0,0,0,0,0,0,0,0,
10308,高雄市新興區,興昌里,2,0,2,3,1,2,0,0,
10308,高雄市新興區,華聲里,0,0,0,1,1,0,1,0,
10308,高雄市新興區,蕉園里,0,0,0,1,1,0,0,0,
10308,高雄市新興區,長驛里,0,0,0,0,0,0,0,0,
10308,高雄市新興區,開平里,1,1,0,2,0,2,3,1,
10308,高雄市新興區,順昌里,1,1,0,1,1,0,0,0,
10308,高雄市新興區,黎明里,1,0,1,0,0,0,0,0,
10308,高雄市前金區,三川里,0,0,0,1,0,1,0,0,
10308,高雄市前金區,北金里,0,0,0,2,1,1,0,0,
10308,高雄市前金區,博孝里,2,2,0,2,2,0,1,1,
10308,高雄市前金區,國民里,3,2,1,1,1,0,0,1,
10308,高雄市前金區,後金里,1,0,1,2,1,1,1,0,
10308,高雄市前金區,復元里,0,0,0,2,2,0,0,0,
10308,高雄市前金區,文東里,0,0,0,2,1,1,0,0,
10308,高雄市前金區,文西里,0,0,0,2,1,1,0,0,
10308,高雄市前金區,新生里,1,0,1,0,0,0,0,2,
10308,高雄市前金區,東金里,2,1,1,2,0,2,0,0,
10308,高雄市前金區,林投里,0,0,0,1,1,0,0,0,
10308,高雄市前金區,榮復里,0,0,0,2,1,1,0,1,
10308,高雄市前金區,民生里,0,0,0,0,0,0,0,0,
10308,高雄市前金區,社東里,1,0,1,0,0,0,1,0,
10308,高雄市前金區,社西里,0,0,0,3,2,1,1,0,
10308,高雄市前金區,草江里,0,0,0,3,2,1,0,1,
10308,高雄市前金區,長城里,0,0,0,0,0,0,1,1,
10308,高雄市前金區,長生里,1,1,0,0,0,0,0,0,
10308,高雄市前金區,長興里,0,0,0,0,0,0,0,0,
10308,高雄市前金區,青山里,0,0,0,0,0,0,1,1,
10308,高雄市苓雅區,中正里,2,1,1,0,0,0,1,1,
10308,高雄市苓雅區,五權里,1,0,1,1,0,1,1,0,
10308,高雄市苓雅區,五福里,5,1,4,1,1,0,1,0,
10308,高雄市苓雅區,人和里,0,0,0,0,0,0,1,0,
10308,高雄市苓雅區,仁政里,1,1,0,1,1,0,0,0,
10308,高雄市苓雅區,光華里,0,0,0,0,0,0,0,1,
10308,高雄市苓雅區,凱旋里,0,0,0,3,3,0,0,1,
10308,高雄市苓雅區,博仁里,0,0,0,0,0,0,0,1,
10308,高雄市苓雅區,同慶里,1,0,1,0,0,0,0,0,
10308,高雄市苓雅區,和煦里,0,0,0,3,0,3,2,1,
10308,高雄市苓雅區,城北里,0,0,0,0,0,0,0,0,
10308,高雄市苓雅區,城東里,0,0,0,4,3,1,0,1,
10308,高雄市苓雅區,城西里,0,0,0,0,0,0,0,0,
10308,高雄市苓雅區,奏捷里,0,0,0,1,0,1,1,1,
10308,高雄市苓雅區,安祥里,2,1,1,0,0,0,0,0,
10308,高雄市苓雅區,尚義里,0,0,0,0,0,0,1,0,
10308,高雄市苓雅區,廣澤里,0,0,0,1,1,0,1,0,
10308,高雄市苓雅區,建軍里,2,0,2,1,1,0,2,0,
10308,高雄市苓雅區,意誠里,1,1,0,4,1,3,2,3,
10308,高雄市苓雅區,文昌里,1,0,1,1,1,0,1,1,
10308,高雄市苓雅區,日中里,2,0,2,3,3,0,1,1,
10308,高雄市苓雅區,普天里,1,1,0,1,0,1,1,0,
10308,高雄市苓雅區,普照里,1,0,1,2,1,1,3,0,
10308,高雄市苓雅區,晴朗里,1,1,0,5,4,1,0,0,
10308,高雄市苓雅區,朝陽里,0,0,0,1,1,0,0,0,
10308,高雄市苓雅區,林中里,0,0,0,4,3,1,0,2,
10308,高雄市苓雅區,林南里,3,1,2,0,0,0,2,0,
10308,高雄市苓雅區,林圍里,4,1,3,0,0,0,0,0,
10308,高雄市苓雅區,林安里,0,0,0,0,0,0,0,0,
10308,高雄市苓雅區,林富里,3,1,2,0,0,0,0,1,
10308,高雄市苓雅區,林德里,1,1,0,0,0,0,1,1,
10308,高雄市苓雅區,林榮里,4,2,2,3,3,0,1,1,
10308,高雄市苓雅區,林泉里,1,1,0,1,0,1,1,0,
10308,高雄市苓雅區,林興里,0,0,0,0,0,0,1,0,
10308,高雄市苓雅區,林華里,1,1,0,4,2,2,0,0,
10308,高雄市苓雅區,林西里,1,0,1,4,2,2,0,0,
10308,高雄市苓雅區,林貴里,4,3,1,1,1,0,0,1,
10308,高雄市苓雅區,林靖里,0,0,0,0,0,0,0,0,
10308,高雄市苓雅區,正仁里,1,1,0,0,0,0,0,1,
10308,高雄市苓雅區,正大里,2,2,0,2,1,1,2,0,
10308,高雄市苓雅區,正心里,5,3,2,1,0,1,1,2,
10308,高雄市苓雅區,正文里,0,0,0,2,1,1,3,0,
10308,高雄市苓雅區,正義里,4,2,2,1,0,1,0,1,
10308,高雄市苓雅區,正言里,0,0,0,1,1,0,1,0,
10308,高雄市苓雅區,正道里,1,1,0,1,1,0,0,1,
10308,高雄市苓雅區,民主里,4,2,2,6,2,4,1,0,
10308,高雄市苓雅區,永康里,1,0,1,2,0,2,0,0,
10308,高雄市苓雅區,田西里,0,0,0,0,0,0,0,0,
10308,高雄市苓雅區,福人里,1,0,1,6,4,2,0,0,
10308,高雄市苓雅區,福南里,2,0,2,1,1,0,1,0,
10308,高雄市苓雅區,福地里,3,1,2,2,2,0,0,1,
10308,高雄市苓雅區,福壽里,1,1,0,0,0,0,0,0,
10308,高雄市苓雅區,福居里,2,1,1,5,2,3,1,0,
10308,高雄市苓雅區,福康里,4,3,1,2,0,2,0,0,
10308,高雄市苓雅區,福東里,2,0,2,4,3,1,1,1,
10308,高雄市苓雅區,福海里,1,0,1,0,0,0,0,0,
10308,高雄市苓雅區,福祥里,0,0,0,3,2,1,0,3,
10308,高雄市苓雅區,福西里,1,1,0,0,0,0,0,0,
10308,高雄市苓雅區,福隆里,2,2,0,5,4,1,1,0,
10308,高雄市苓雅區,美田里,1,0,1,2,1,1,0,0,
10308,高雄市苓雅區,苓中里,0,0,0,0,0,0,1,0,
10308,高雄市苓雅區,苓昇里,1,0,1,3,2,1,0,0,
10308,高雄市苓雅區,苓東里,1,1,0,1,1,0,3,0,
10308,高雄市苓雅區,苓洲里,1,0,1,1,1,0,0,1,
10308,高雄市苓雅區,苓雅里,0,0,0,2,1,1,0,0,
10308,高雄市苓雅區,英明里,1,0,1,6,5,1,1,0,
10308,高雄市苓雅區,華堂里,1,0,1,2,2,0,0,0,
10308,高雄市苓雅區,衛武里,1,1,0,3,2,1,0,0,
10308,高雄市苓雅區,鼓中里,0,0,0,1,1,0,0,0,
10308,高雄市前鎮區,仁愛里,1,0,1,1,0,1,1,0,
10308,高雄市前鎮區,信德里,0,0,0,3,2,1,0,0,
10308,高雄市前鎮區,信義里,4,1,3,1,0,1,1,0,
10308,高雄市前鎮區,前鎮里,0,0,0,0,0,0,0,0,
10308,高雄市前鎮區,平昌里,1,1,0,1,0,1,0,0,
10308,高雄市前鎮區,平等里,4,2,2,2,1,1,0,0,
10308,高雄市前鎮區,建隆里,1,0,1,1,1,0,0,0,
10308,高雄市前鎮區,復國里,0,0,0,2,2,0,2,0,
10308,高雄市前鎮區,德昌里,2,2,0,1,0,1,1,1,
10308,高雄市前鎮區,忠孝里,1,0,1,2,1,1,0,0,
10308,高雄市前鎮區,忠純里,4,2,2,7,2,5,0,1,
10308,高雄市前鎮區,忠誠里,3,1,2,0,0,0,0,0,
10308,高雄市前鎮區,振興里,0,0,0,0,0,0,2,0,
10308,高雄市前鎮區,明孝里,0,0,0,5,4,1,0,0,
10308,高雄市前鎮區,明正里,4,3,1,3,3,0,1,0,
10308,高雄市前鎮區,明禮里,1,0,1,1,1,0,0,1,
10308,高雄市前鎮區,明義里,2,1,1,3,2,1,1,0,
10308,高雄市前鎮區,明道里,0,0,0,0,0,0,0,0,
10308,高雄市前鎮區,民權里,1,1,0,2,1,1,1,0,
10308,高雄市前鎮區,瑞北里,6,3,3,1,0,1,1,1,
10308,高雄市前鎮區,瑞南里,5,4,1,2,2,0,1,2,
10308,高雄市前鎮區,瑞和里,2,0,2,3,2,1,0,0,
10308,高雄市前鎮區,瑞崗里,0,0,0,2,1,1,0,0,
10308,高雄市前鎮區,瑞平里,2,2,0,1,1,0,0,0,
10308,高雄市前鎮區,瑞文里,2,2,0,2,1,1,0,0,
10308,高雄市前鎮區,瑞昌里,4,1,3,1,1,0,0,0,
10308,高雄市前鎮區,瑞東里,0,0,0,3,2,1,0,0,
10308,高雄市前鎮區,瑞祥里,2,0,2,2,1,1,1,0,
10308,高雄市前鎮區,瑞竹里,2,2,0,3,3,0,0,0,
10308,高雄市前鎮區,瑞興里,1,0,1,1,1,0,1,1,
10308,高雄市前鎮區,瑞華里,6,3,3,2,1,1,1,1,
10308,高雄市前鎮區,瑞西里,2,1,1,2,1,1,0,0,
10308,高雄市前鎮區,瑞誠里,4,2,2,0,0,0,0,0,
10308,高雄市前鎮區,瑞豐里,2,1,1,1,1,0,0,0,
10308,高雄市前鎮區,瑞隆里,3,1,2,1,1,0,0,1,
10308,高雄市前鎮區,盛興里,1,1,0,2,1,1,2,2,
10308,高雄市前鎮區,盛豐里,3,1,2,8,5,3,0,0,
10308,高雄市前鎮區,竹中里,4,3,1,4,4,0,2,0,
10308,高雄市前鎮區,竹內里,4,3,1,2,1,1,3,0,
10308,高雄市前鎮區,竹北里,0,0,0,0,0,0,1,0,
10308,高雄市前鎮區,竹南里,6,1,5,3,2,1,3,5,
10308,高雄市前鎮區,竹東里,0,0,0,6,3,3,0,0,
10308,高雄市前鎮區,竹西里,1,1,0,3,2,1,0,1,
10308,高雄市前鎮區,興中里,2,1,1,2,1,1,0,0,
10308,高雄市前鎮區,興仁里,0,0,0,1,0,1,0,0,
10308,高雄市前鎮區,興化里,0,0,0,3,1,2,1,1,
10308,高雄市前鎮區,興東里,4,1,3,3,3,0,1,1,
10308,高雄市前鎮區,興邦里,0,0,0,1,1,0,0,1,
10308,高雄市前鎮區,良和里,0,0,0,2,2,0,0,1,
10308,高雄市前鎮區,草衙里,3,2,1,7,5,2,3,0,
10308,高雄市前鎮區,西山里,0,0,0,3,1,2,0,0,
10308,高雄市前鎮區,西甲里,0,0,0,1,0,1,0,1,
10308,高雄市前鎮區,鎮中里,0,0,0,2,0,2,0,0,
10308,高雄市前鎮區,鎮北里,0,0,0,2,1,1,1,1,
10308,高雄市前鎮區,鎮昌里,1,1,0,2,1,1,2,0,
10308,高雄市前鎮區,鎮東里,0,0,0,2,1,1,0,1,
10308,高雄市前鎮區,鎮榮里,3,2,1,3,3,0,0,1,
10308,高雄市前鎮區,鎮海里,3,1,2,5,3,2,1,0,
10308,高雄市前鎮區,鎮陽里,0,0,0,3,0,3,0,0,
10308,高雄市旗津區,上竹里,3,1,2,2,1,1,0,1,
10308,高雄市旗津區,中洲里,0,0,0,2,1,1,1,1,
10308,高雄市旗津區,中興里,1,0,1,3,2,1,0,1,
10308,高雄市旗津區,中華里,1,0,1,3,2,1,0,1,
10308,高雄市旗津區,北汕里,1,0,1,2,2,0,1,1,
10308,高雄市旗津區,南汕里,2,1,1,1,1,0,0,0,
10308,高雄市旗津區,安順里,1,0,1,1,1,0,0,0,
10308,高雄市旗津區,實踐里,2,2,0,3,3,0,0,1,
10308,高雄市旗津區,復興里,3,2,1,3,3,0,1,1,
10308,高雄市旗津區,慈愛里,2,1,1,0,0,0,0,0,
10308,高雄市旗津區,振興里,2,1,1,5,4,1,0,0,
10308,高雄市旗津區,旗下里,1,1,0,2,2,0,2,0,
10308,高雄市旗津區,永安里,1,0,1,0,0,0,0,1,
10308,高雄市小港區,三苓里,1,0,1,1,0,1,0,0,
10308,高雄市小港區,中厝里,6,4,2,3,3,0,2,0,
10308,高雄市小港區,二苓里,2,2,0,3,3,0,1,2,
10308,高雄市小港區,六苓里,2,1,1,2,1,1,0,0,
10308,高雄市小港區,合作里,1,1,0,1,1,0,0,1,
10308,高雄市小港區,坪頂里,4,2,2,3,0,3,0,3,
10308,高雄市小港區,大坪里,2,0,2,1,1,0,0,1,
10308,高雄市小港區,大苓里,2,0,2,2,2,0,1,1,
10308,高雄市小港區,孔宅里,2,0,2,2,2,0,0,0,
10308,高雄市小港區,宏亮里,5,4,1,0,0,0,0,2,
10308,高雄市小港區,小港里,0,0,0,0,0,0,1,0,
10308,高雄市小港區,山明里,8,4,4,4,1,3,1,0,
10308,高雄市小港區,山東里,3,2,1,1,0,1,0,2,
10308,高雄市小港區,店鎮里,3,1,2,3,1,2,2,1,
10308,高雄市小港區,廈莊里,6,4,2,2,2,0,1,2,
10308,高雄市小港區,松山里,1,0,1,1,0,1,1,0,
10308,高雄市小港區,松金里,1,1,0,0,0,0,4,1,
10308,高雄市小港區,桂林里,8,4,4,3,2,1,2,4,
10308,高雄市小港區,正苓里,5,2,3,2,2,0,0,1,
10308,高雄市小港區,泰山里,4,3,1,2,2,0,1,0,
10308,高雄市小港區,港南里,3,2,1,2,2,0,0,1,
10308,高雄市小港區,港口里,2,2,0,2,1,1,1,0,
10308,高雄市小港區,港后里,3,1,2,0,0,0,1,1,
10308,高雄市小港區,港墘里,2,0,2,0,0,0,0,0,
10308,高雄市小港區,港明里,2,1,1,1,1,0,0,0,
10308,高雄市小港區,港正里,1,0,1,1,0,1,0,0,
10308,高雄市小港區,港興里,2,1,1,1,1,0,1,1,
10308,高雄市小港區,濟南里,0,0,0,2,1,1,0,1,
10308,高雄市小港區,青島里,2,2,0,0,0,0,0,2,
10308,高雄市小港區,順苓里,3,1,2,1,0,1,3,1,
10308,高雄市小港區,高松里,1,1,0,2,2,0,0,0,
10308,高雄市小港區,鳳宮里,2,1,1,0,0,0,0,0,
10308,高雄市小港區,鳳林里,2,2,0,1,0,1,0,1,
10308,高雄市小港區,鳳森里,1,1,0,0,0,0,0,0,
10308,高雄市小港區,鳳源里,5,4,1,2,2,0,0,0,
10308,高雄市小港區,鳳興里,2,1,1,2,1,1,1,1,
10308,高雄市小港區,鳳鳴里,3,1,2,2,2,0,0,1,
10308,高雄市小港區,龍鳳里,1,0,1,0,0,0,0,0,
10308,高雄市鳳山一,三民里,0,0,0,0,0,0,1,0,
10308,高雄市鳳山一,中和里,1,1,0,3,0,3,1,0,
10308,高雄市鳳山一,中正里,2,0,2,9,7,2,0,1,
10308,高雄市鳳山一,光明里,1,1,0,1,1,0,0,1,
10308,高雄市鳳山一,北門里,1,0,1,4,1,3,2,0,
10308,高雄市鳳山一,協和里,0,0,0,3,3,0,1,0,
10308,高雄市鳳山一,南興里,0,0,0,1,1,0,0,1,
10308,高雄市鳳山一,和德里,4,1,3,0,0,0,0,0,
10308,高雄市鳳山一,和興里,1,1,0,4,4,0,1,0,
10308,高雄市鳳山一,埤頂里,5,4,1,5,4,1,3,2,
10308,高雄市鳳山一,忠孝里,3,2,1,1,1,0,1,0,
10308,高雄市鳳山一,忠義里,4,3,1,2,2,0,0,2,
10308,高雄市鳳山一,忠誠里,2,1,1,3,2,1,2,0,
10308,高雄市鳳山一,成功里,0,0,0,0,0,0,0,0,
10308,高雄市鳳山一,文山里,2,1,1,3,2,1,1,0,
10308,高雄市鳳山一,文德里,6,4,2,3,2,1,1,1,
10308,高雄市鳳山一,文福里,10,5,5,5,3,2,7,2,
10308,高雄市鳳山一,文英里,4,2,2,0,0,0,0,2,
10308,高雄市鳳山一,文華里,6,3,3,3,1,2,4,4,
10308,高雄市鳳山一,文衡里,4,1,3,0,0,0,2,0,
10308,高雄市鳳山一,新興里,0,0,0,4,3,1,0,0,
10308,高雄市鳳山一,曹公里,3,2,1,1,1,0,1,2,
10308,高雄市鳳山一,東門里,4,3,1,11,8,3,4,1,
10308,高雄市鳳山一,武松里,3,1,2,1,1,0,1,0,
10308,高雄市鳳山一,海光里,1,0,1,3,1,2,0,0,
10308,高雄市鳳山一,瑞竹里,5,1,4,3,3,0,1,0,
10308,高雄市鳳山一,瑞興里,7,1,6,9,4,5,0,0,
10308,高雄市鳳山一,生明里,3,1,2,2,2,0,0,0,
10308,高雄市鳳山一,縣口里,0,0,0,2,2,0,0,0,
10308,高雄市鳳山一,縣衙里,0,0,0,0,0,0,0,0,
10308,高雄市鳳山一,興中里,0,0,0,1,0,1,0,0,
10308,高雄市鳳山一,興仁里,4,3,1,2,2,0,1,0,
10308,高雄市鳳山一,誠信里,0,0,0,0,0,0,2,1,
10308,高雄市鳳山一,誠德里,2,0,2,2,2,0,1,0,
10308,高雄市鳳山一,誠智里,1,1,0,0,0,0,2,2,
10308,高雄市鳳山一,誠義里,5,3,2,1,1,0,2,0,
10308,高雄市鳳山一,鎮北里,7,2,5,2,1,1,5,0,
10308,高雄市鳳山一,鎮東里,0,0,0,3,3,0,0,1,
10308,高雄市鳳山一,鎮西里,5,2,3,4,3,1,2,0,
10308,高雄市鳳山一,鳳崗里,1,0,1,3,2,1,2,0,
10308,高雄市鳳山一,鳳東里,4,2,2,3,2,1,2,0,
10308,高雄市鳳山二,一甲里,0,0,0,1,1,0,1,0,
10308,高雄市鳳山二,中崙里,0,0,0,1,1,0,0,1,
10308,高雄市鳳山二,中榮里,2,0,2,0,0,0,2,3,
10308,高雄市鳳山二,中民里,2,0,2,1,1,0,3,1,
10308,高雄市鳳山二,二甲里,3,3,0,4,3,1,2,0,
10308,高雄市鳳山二,五福里,1,1,0,5,2,3,0,3,
10308,高雄市鳳山二,保安里,8,2,6,2,2,0,2,0,
10308,高雄市鳳山二,南和里,3,0,3,0,0,0,2,0,
10308,高雄市鳳山二,南成里,8,3,5,0,0,0,1,2,
10308,高雄市鳳山二,善美里,5,1,4,4,4,0,1,2,
10308,高雄市鳳山二,國光里,2,1,1,2,2,0,1,0,
10308,高雄市鳳山二,國富里,0,0,0,0,0,0,0,1,
10308,高雄市鳳山二,國泰里,1,0,1,1,0,1,2,0,
10308,高雄市鳳山二,國隆里,0,0,0,1,0,1,0,0,
10308,高雄市鳳山二,大德里,5,2,3,4,4,0,1,2,
10308,高雄市鳳山二,天興里,5,2,3,4,1,3,1,0,
10308,高雄市鳳山二,富榮里,2,1,1,1,1,0,2,0,
10308,高雄市鳳山二,富甲里,0,0,0,0,0,0,0,1,
10308,高雄市鳳山二,新富里,2,1,1,2,2,0,1,1,
10308,高雄市鳳山二,新強里,5,2,3,2,1,1,1,0,
10308,高雄市鳳山二,新樂里,3,1,2,2,2,0,0,0,
10308,高雄市鳳山二,新武里,2,0,2,0,0,0,0,0,
10308,高雄市鳳山二,新泰里,4,2,2,0,0,0,3,1,
10308,高雄市鳳山二,新甲里,4,1,3,2,1,1,1,1,
10308,高雄市鳳山二,正義里,6,3,3,6,3,3,3,0,
10308,高雄市鳳山二,武慶里,0,0,0,2,1,1,1,1,
10308,高雄市鳳山二,武漢里,4,2,2,2,1,1,2,0,
10308,高雄市鳳山二,海洋里,1,0,1,2,2,0,1,1,
10308,高雄市鳳山二,福祥里,3,2,1,0,0,0,1,0,
10308,高雄市鳳山二,福興里,2,1,1,2,1,1,1,2,
10308,高雄市鳳山二,福誠里,7,5,2,2,2,0,2,4,
10308,高雄市鳳山二,老爺里,7,4,3,6,6,0,0,0,
10308,高雄市鳳山二,過埤里,17,14,3,3,3,0,7,2,
10308,高雄市鳳山二,鎮南里,3,2,1,3,1,2,0,1,
10308,高雄市鳳山二,龍成里,4,4,0,3,3,0,3,0,
10308,高雄市林園區,中厝里,2,0,2,3,3,0,2,3,
10308,高雄市林園區,中汕里,2,2,0,3,1,2,0,0,
10308,高雄市林園區,中芸里,2,0,2,1,1,0,0,0,
10308,高雄市林園區,中門里,2,0,2,2,2,0,1,1,
10308,高雄市林園區,五福里,2,2,0,0,0,0,0,1,
10308,高雄市林園區,仁愛里,1,1,0,1,1,0,0,1,
10308,高雄市林園區,北汕里,0,0,0,0,0,0,0,1,
10308,高雄市林園區,廣應里,3,2,1,1,1,0,0,0,
10308,高雄市林園區,文賢里,2,1,1,2,1,1,0,0,
10308,高雄市林園區,東林里,2,2,0,3,0,3,2,1,
10308,高雄市林園區,東汕里,2,0,2,0,0,0,0,1,
10308,高雄市林園區,林內里,2,2,0,2,2,0,0,2,
10308,高雄市林園區,林園里,0,0,0,2,1,1,0,0,
10308,高雄市林園區,林家里,1,1,0,0,0,0,0,1,
